,0,1
0,0.6452785058789057,0.7264920324087143
1,0.3890724449533306,0.41347306138939327
2,0.29241928560276553,0.2891146375073327
3,0.276602104306221,0.272564012143347
4,0.27542927228424646,0.27327901704443824
5,0.2740908810128904,0.2726695239543915
6,0.27058231452964754,0.26887524955802494
7,0.262133109957388,0.25820308675368625
8,0.24885781272633434,0.24315942327181497
9,0.23527574906610463,0.2263970457845264
10,0.22401877176271726,0.21272223608361351
11,0.21403089374916195,0.20135783652464548
12,0.20499452351503175,0.19145903488000235
13,0.19724760648526557,0.18397005854381454
14,0.1905702336704078,0.17785744451814228
15,0.18434382235146549,0.17261406613720787
16,0.17837784531181805,0.16799553028411335
17,0.17235254766802266,0.16367414138383335
18,0.1665757448501783,0.15984399078620803
19,0.16110845593965217,0.15623301019271216
20,0.1558676631483313,0.15367445846398672
21,0.15105084309430972,0.15145516768097878
22,0.1468654587762813,0.14996828759709993
23,0.14323510665905803,0.14771130887998474
24,0.1400834145407154,0.1465172018441889
25,0.1374815121191005,0.1455004107620981
26,0.1352832756222111,0.14399575980173218
27,0.13334015938006852,0.1419199262228277
28,0.1315944739553618,0.13933667416373888
29,0.1300974907225942,0.13635849497384495
30,0.12869323361409854,0.1335772971312205
31,0.1274485998365977,0.1308726171652476
32,0.1262369804492552,0.12842561428745589
33,0.12517516151682972,0.1266885209414694
34,0.12415944815498509,0.12520597005883852
35,0.12319995702741897,0.12406799486941761
36,0.12228547781705856,0.12317031787501441
37,0.12135215716002738,0.12230824182430904
38,0.12046119356400346,0.12152838624185985
39,0.1195870376868199,0.12078993601931466
40,0.11872540868512571,0.12014459694425265
41,0.11792173935738329,0.11961947050359514
42,0.11714875866493134,0.11924580153491762
43,0.11643500194872079,0.11893961744176017
44,0.11573854642473672,0.11869644911752807
45,0.11507652291696366,0.11844622095425923
46,0.11445526926688952,0.11817772893442048
47,0.11384781332661027,0.1179446532494492
48,0.11327170866401229,0.11772206632627381
49,0.11271250372982189,0.11757148222790824
50,0.11216976246094867,0.1173124619656139
51,0.11165423163098015,0.11704470382796393
52,0.11114205294990376,0.11675547394487593
53,0.1106443852186203,0.116369452741411
54,0.11016495446738316,0.11602816647953457
55,0.10968891513368038,0.11567654584844907
56,0.10922196584000979,0.1153088551428583
57,0.10876373454213958,0.11488871234986517
58,0.10832637813809799,0.11447670227951473
59,0.1079088158344161,0.11402791034844187
60,0.10750347215120923,0.11357254327999221
61,0.10710310517516855,0.11316321417689323
62,0.1067213224731896,0.11280929545561473
63,0.10635360588051684,0.11248451181583935
64,0.10599397554075064,0.11216091033485201
65,0.10565075551300016,0.11184062477615145
66,0.10532130507675752,0.11156166344881058
67,0.10499974480536703,0.11127584510379368
68,0.10469084707637356,0.11100968428783947
69,0.1043878765394018,0.11075589391920301
70,0.10408395457349412,0.11050670800937547
71,0.10378774727554355,0.11031081486079428
72,0.10350069140836801,0.11012685671448708
73,0.10321460899016628,0.10992864767710368
74,0.10294127346922273,0.10971999540925026
75,0.10267848222937485,0.10959457606077194
76,0.1024221585272518,0.10949843335482809
77,0.10217966014289692,0.10942205331391758
78,0.10193980735254614,0.10938287650545438
79,0.10169175833667794,0.1093070585694578
80,0.10144201515574161,0.10922739489210977
81,0.10119496773264997,0.109152526077297
82,0.10095521547410587,0.10907941601342624
83,0.10072255313192328,0.10896837131844626
84,0.10049342489099666,0.10882578376266691
85,0.10026369085662985,0.10866520139906141
86,0.10003368255414374,0.10850255894992086
87,0.09981129392471215,0.108343708432383
88,0.09959413823097536,0.10818046786718899
89,0.0993786106677088,0.10798776812023586
90,0.09916017214729361,0.10775782043735187
91,0.09894204757189097,0.10744599791036712
92,0.09872216519529689,0.10706385680370861
93,0.09851238970989235,0.10666403381360902
94,0.09829908624699671,0.10631171117226283
95,0.09809023784856273,0.1060143258008692
96,0.09788807828540672,0.10576522557271852
97,0.09767832992317742,0.10554433427751064
98,0.09745801890855782,0.10536991763446066
99,0.09724279309380544,0.10523761270774735
100,0.09703641198575497,0.10512734370099173
101,0.09683670289814472,0.10502610003782643
102,0.09664388692440236,0.10490816252099143
103,0.09645360851124542,0.1047830047706763
104,0.09626273611841137,0.10466699943774277
105,0.0960763849266996,0.10458768448895878
106,0.0958902958066088,0.10454755918019348
107,0.09570244559380289,0.104554728915294
108,0.09551426150823293,0.10463747568428516
109,0.09532287956712997,0.10476489944590463
110,0.09513581781456731,0.10489765596058634
111,0.09495957476431377,0.10498168215983444
112,0.09478914015607474,0.10506203066971567
113,0.09462307707393823,0.10514618911676937
114,0.09446987915426901,0.10522640123963356
115,0.09432209188705437,0.105227114011844
116,0.09417890943586826,0.10513706256945927
117,0.0940436294736111,0.10503755344284905
118,0.09391285912835434,0.10490353715916474
119,0.09378621972178759,0.10474753835135037
120,0.0936600239309546,0.10454683543907271
121,0.09353359314064456,0.10427950426108307
122,0.09340873687234644,0.10401988795234098
123,0.09328510124899753,0.10377245748208629
124,0.09316078453541618,0.10352800517446464
125,0.0930375575457942,0.10322888712916109
